0.0,0.494,1.0
0.0,0.493,1.0
0.0,0.7,0.374
0.0,0.506,0.998
0.0,0.669,0.539
0.0,0.716,0.522
0.0,0.5,0.996
0.0,0.769,0.517
0.0,0.562,0.237
0.0,0.5,0.636
0.07142857142857142,0.495,0.999
0.07142857142857142,0.524,1.0
0.07142857142857142,0.684,0.363
0.07142857142857142,0.634,0.353
0.07142857142857142,0.502,1.0
0.07142857142857142,0.505,1.0
0.07142857142857142,0.489,1.0
0.07142857142857142,0.496,1.0
0.07142857142857142,0.523,1.0
0.07142857142857142,0.676,0.604
0.14285714285714285,0.594,0.897
0.0,0.688,0.308
0.0,0.775,0.472
0.0,0.487,0.988
0.0,0.684,0.307
0.0,0.675,0.296
0.0,0.5,1.0
0.0,0.495,0.981
0.0,0.517,1.0
0.0,0.607,0.534
0.0,0.509,1.0
0.07142857142857142,0.728,0.343
0.07142857142857142,0.507,1.0
0.07142857142857142,0.491,1.0
0.07142857142857142,0.491,1.0
0.07142857142857142,0.597,0.64
0.07142857142857142,0.498,1.0
0.07142857142857142,0.73,0.469
0.07142857142857142,0.742,0.612
0.07142857142857142,0.479,1.0
0.07142857142857142,0.534,0.904
0.14285714285714285,0.486,1.0
0.14285714285714285,0.476,0.997
0.14285714285714285,0.478,1.0
0.14285714285714285,0.528,0.988
0.14285714285714285,0.695,0.621
0.14285714285714285,0.744,0.445
0.14285714285714285,0.595,0.308
0.14285714285714285,0.553,0.91
0.14285714285714285,0.759,0.557
0.14285714285714285,0.648,0.421
0.21428571428571427,0.513,1.0
0.21428571428571427,0.511,0.964
0.21428571428571427,0.601,0.463
0.21428571428571427,0.504,0.999
0.21428571428571427,0.478,1.0
0.21428571428571427,0.517,1.0
0.21428571428571427,0.494,0.401
0.21428571428571427,0.512,1.0
0.21428571428571427,0.559,0.53
0.21428571428571427,0.487,0.997
0.2857142857142857,0.522,1.0
0.2857142857142857,0.515,0.461
0.2857142857142857,0.515,0.999
0.2857142857142857,0.654,0.662
0.2857142857142857,0.535,0.873
0.2857142857142857,0.498,0.996
0.2857142857142857,0.741,0.434
0.2857142857142857,0.488,0.998
0.2857142857142857,0.693,0.531
0.2857142857142857,0.691,0.52
0.3571428571428571,0.501,0.996
0.3571428571428571,0.819,0.487
0.3571428571428571,0.803,0.471
0.3571428571428571,0.495,1.0
0.3571428571428571,0.539,0.952
0.3571428571428571,0.634,0.798
0.3571428571428571,0.671,0.363
0.3571428571428571,0.549,0.948
0.3571428571428571,0.686,0.572
0.3571428571428571,0.489,0.431
0.42857142857142855,0.507,0.96
0.42857142857142855,0.499,1.0
0.42857142857142855,0.496,0.766
0.42857142857142855,0.58,0.905
0.42857142857142855,0.756,0.592
0.42857142857142855,0.702,0.67
0.42857142857142855,0.586,0.922
0.42857142857142855,0.722,0.563
0.42857142857142855,0.641,0.447
0.42857142857142855,0.595,0.925
0.5,0.645,0.516
0.5,0.581,0.929
0.5,0.794,0.532
0.5,0.621,0.523
0.5,0.588,0.905
0.5,0.758,0.56
0.5,0.576,0.899
0.5,0.565,0.78
0.5,0.568,0.92
0.5,0.554,0.95
0.5714285714285714,0.591,0.913
0.5714285714285714,0.796,0.489
0.5714285714285714,0.595,0.913
0.5714285714285714,0.704,0.564
0.5714285714285714,0.694,0.652
0.5714285714285714,0.606,0.895
0.5714285714285714,0.72,0.685
0.5714285714285714,0.621,0.88
0.5714285714285714,0.623,0.646
0.5714285714285714,0.6,0.893
0.6428571428571428,0.788,0.467
0.6428571428571428,0.62,0.795
0.6428571428571428,0.793,0.522
0.6428571428571428,0.686,0.773
0.6428571428571428,0.601,0.889
0.6428571428571428,0.674,0.62
0.6428571428571428,0.614,0.899
0.6428571428571428,0.587,0.884
0.6428571428571428,0.635,0.894
0.6428571428571428,0.749,0.646
0.7142857142857142,0.766,0.472
0.7142857142857142,0.785,0.609
0.7142857142857142,0.6,0.87
0.7142857142857142,0.736,0.726
0.7142857142857142,0.611,0.875
0.7142857142857142,0.671,0.738
0.7142857142857142,0.766,0.539
0.7142857142857142,0.794,0.525
0.7142857142857142,0.749,0.517
0.7142857142857142,0.8,0.491
0.7857142857142857,0.679,0.696
0.7857142857142857,0.766,0.628
0.7857142857142857,0.676,0.742
0.7857142857142857,0.77,0.585
0.7857142857142857,0.613,0.879
0.7857142857142857,0.692,0.649
0.7857142857142857,0.786,0.61
0.7857142857142857,0.732,0.626
0.7857142857142857,0.739,0.46
0.7857142857142857,0.747,0.623
0.8571428571428571,0.786,0.576
0.8571428571428571,0.658,0.808
0.8571428571428571,0.734,0.481
0.8571428571428571,0.671,0.788
0.8571428571428571,0.808,0.554
0.8571428571428571,0.817,0.454
0.8571428571428571,0.817,0.496
0.8571428571428571,0.661,0.817
0.8571428571428571,0.748,0.532
0.8571428571428571,0.777,0.585
0.9285714285714285,0.711,0.735
0.9285714285714285,0.802,0.536
0.9285714285714285,0.774,0.46
0.9285714285714285,0.791,0.63
0.9285714285714285,0.771,0.642
0.9285714285714285,0.737,0.634
0.9285714285714285,0.765,0.678
0.9285714285714285,0.764,0.605
0.9285714285714285,0.772,0.551
0.9285714285714285,0.769,0.619
1.0,0.754,0.306
1.0,0.802,0.517
1.0,0.777,0.43
1.0,0.829,0.537
1.0,0.798,0.575
1.0,0.838,0.456
1.0,0.844,0.482
1.0,0.814,0.556
1.0,0.82,0.481
1.0,0.794,0.42
