0.0,0.482,0.999
0.0,0.518,1.0
0.0,0.497,1.0
0.0,0.671,0.472
0.0,0.767,0.612
0.0,0.499,1.0
0.0,0.513,1.0
0.0,0.483,1.0
0.0,0.519,1.0
0.0,0.515,1.0
0.07142857142857142,0.521,1.0
0.07142857142857142,0.635,0.394
0.07142857142857142,0.51,0.999
0.07142857142857142,0.506,0.998
0.07142857142857142,0.699,0.397
0.07142857142857142,0.687,0.491
0.07142857142857142,0.554,0.446
0.07142857142857142,0.712,0.49
0.07142857142857142,0.662,0.514
0.07142857142857142,0.775,0.477
0.14285714285714285,0.678,0.423
0.14285714285714285,0.479,0.99
0.14285714285714285,0.564,0.221
0.14285714285714285,0.517,0.07
0.14285714285714285,0.653,0.482
0.14285714285714285,0.637,0.5
0.14285714285714285,0.529,0.979
0.14285714285714285,0.604,0.668
0.14285714285714285,0.558,0.653
0.14285714285714285,0.521,0.985
0.21428571428571427,0.529,0.98
0.21428571428571427,0.523,0.977
0.21428571428571427,0.698,0.538
0.21428571428571427,0.572,0.567
0.21428571428571427,0.615,0.595
0.21428571428571427,0.523,0.971
0.21428571428571427,0.702,0.488
0.21428571428571427,0.53,0.956
0.21428571428571427,0.575,0.86
0.21428571428571427,0.507,0.975
0.2857142857142857,0.805,0.46
0.2857142857142857,0.54,0.943
0.2857142857142857,0.561,0.947
0.2857142857142857,0.584,0.947
0.2857142857142857,0.566,0.945
0.2857142857142857,0.555,0.952
0.2857142857142857,0.582,0.816
0.2857142857142857,0.578,0.93
0.2857142857142857,0.537,0.967
0.2857142857142857,0.543,0.954
0.3571428571428571,0.568,0.927
0.3571428571428571,0.601,0.926
0.3571428571428571,0.635,0.777
0.3571428571428571,0.729,0.447
0.3571428571428571,0.72,0.271
0.3571428571428571,0.564,0.919
0.3571428571428571,0.585,0.912
0.3571428571428571,0.546,0.95
0.3571428571428571,0.56,0.891
0.3571428571428571,0.603,0.831
0.42857142857142855,0.555,0.918
0.42857142857142855,0.567,0.794
0.42857142857142855,0.615,0.412
0.42857142857142855,0.663,0.764
0.42857142857142855,0.573,0.925
0.42857142857142855,0.572,0.929
0.42857142857142855,0.584,0.924
0.42857142857142855,0.605,0.907
0.42857142857142855,0.597,0.923
0.42857142857142855,0.694,0.554
0.5,0.598,0.913
0.5,0.583,0.918
0.5,0.609,0.893
0.5,0.584,0.907
0.5,0.627,0.888
0.5,0.62,0.356
0.5,0.591,0.904
0.5,0.689,0.366
0.5,0.601,0.782
0.5,0.595,0.922
0.5714285714285714,0.755,0.655
0.5714285714285714,0.622,0.814
0.5714285714285714,0.823,0.598
0.5714285714285714,0.714,0.471
0.5714285714285714,0.605,0.899
0.5714285714285714,0.636,0.487
0.5714285714285714,0.575,0.913
0.5714285714285714,0.618,0.895
0.5714285714285714,0.589,0.895
0.5714285714285714,0.588,0.898
0.6428571428571428,0.639,0.724
0.6428571428571428,0.699,0.661
0.6428571428571428,0.66,0.84
0.6428571428571428,0.619,0.884
0.6428571428571428,0.656,0.795
0.6428571428571428,0.607,0.895
0.6428571428571428,0.696,0.663
0.6428571428571428,0.732,0.526
0.6428571428571428,0.594,0.913
0.6428571428571428,0.598,0.904
0.7142857142857142,0.683,0.736
0.7142857142857142,0.754,0.544
0.7142857142857142,0.708,0.663
0.7142857142857142,0.727,0.744
0.7142857142857142,0.678,0.602
0.7142857142857142,0.634,0.829
0.7142857142857142,0.79,0.5
0.7142857142857142,0.731,0.625
0.7142857142857142,0.595,0.875
0.7142857142857142,0.777,0.539
0.7857142857142857,0.795,0.427
0.7857142857142857,0.704,0.69
0.7857142857142857,0.773,0.538
0.7857142857142857,0.789,0.529
0.7857142857142857,0.737,0.671
0.7857142857142857,0.665,0.838
0.7857142857142857,0.819,0.531
0.7857142857142857,0.666,0.829
0.7857142857142857,0.699,0.8
0.7857142857142857,0.728,0.648
0.8571428571428571,0.704,0.611
0.8571428571428571,0.703,0.708
0.8571428571428571,0.701,0.753
0.8571428571428571,0.778,0.541
0.8571428571428571,0.79,0.488
0.8571428571428571,0.755,0.627
0.8571428571428571,0.799,0.544
0.8571428571428571,0.789,0.634
0.8571428571428571,0.772,0.584
0.8571428571428571,0.645,0.834
0.9285714285714285,0.774,0.623
0.9285714285714285,0.799,0.424
0.9285714285714285,0.792,0.589
0.9285714285714285,0.838,0.521
0.9285714285714285,0.766,0.653
0.9285714285714285,0.754,0.547
0.9285714285714285,0.771,0.544
0.9285714285714285,0.777,0.534
0.9285714285714285,0.818,0.56
0.9285714285714285,0.811,0.545
1.0,0.793,0.491
1.0,0.804,0.367
1.0,0.795,0.559
1.0,0.782,0.45
1.0,0.82,0.436
1.0,0.783,0.619
1.0,0.801,0.585
1.0,0.783,0.433
1.0,0.77,0.565
1.0,0.772,0.433
