0.42241126162609854,2.0,L1,0
0.416063020364792,2.0,L1,1
0.39786294003405465,2.0,L1,2
0.47758986271406845,2.0,bhat,0
0.4462317951816641,2.0,bhat,1
0.3796966191990183,2.0,bhat,2
0.4358191004333558,2.0,entropy,0
0.40989709027842536,2.0,entropy,1
0.37703965832394337,2.0,entropy,2
0.38205034886551686,1.0,L1,0
0.3849206445095895,1.0,L1,1
0.3600443836074959,1.0,L1,2
0.5006132766014266,1.0,bhat,0
0.4826316912452824,1.0,bhat,1
0.5119760104318031,1.0,bhat,2
0.412748250494538,1.0,entropy,0
0.396408538117238,1.0,entropy,1
0.3621723009081833,1.0,entropy,2
0.3709465084468869,0.5,L1,0
0.3698935239388412,0.5,L1,1
0.3625580516753781,0.5,L1,2
0.5360522748687782,0.5,bhat,0
0.5128682440314448,0.5,bhat,1
0.5312578621527971,0.5,bhat,2
0.46741025441715,0.5,entropy,0
0.4404669598449233,0.5,entropy,1
0.3604975585885167,0.5,entropy,2
0.3750198805010131,0.25,L1,0
0.37435083834388244,0.25,L1,1
0.3726169989565409,0.25,L1,2
0.5405880624953594,0.25,bhat,0
0.5183850474561599,0.25,bhat,1
0.5361059842954755,0.25,bhat,2
0.5286811726685577,0.25,entropy,0
0.5053350737572647,0.25,entropy,1
0.524645206788496,0.25,entropy,2
0.5310425995414497,0.125,L1,0
0.5103686120533064,0.125,L1,1
0.5275794404763908,0.125,L1,2
0.5426825845829972,0.125,bhat,0
0.5208287494797142,0.125,bhat,1
0.5381627158456389,0.125,bhat,2
0.5382804013640233,0.125,entropy,0
0.5163071491529442,0.125,entropy,1
0.5337404017307282,0.125,entropy,2
0.45985634427021543,2.0,L1,3
0.3724492568335774,2.0,L1,4
0.4396286794133851,2.0,bhat,3
0.4390296479088586,2.0,bhat,4
0.4494552917386167,2.0,entropy,3
0.3658551854570427,2.0,entropy,4
0.3688470250321251,1.0,L1,3
0.36197351666350025,1.0,L1,4
0.5128349614169105,1.0,bhat,3
0.5099062287010195,1.0,bhat,4
0.3757392539175959,1.0,entropy,3
0.36445722998752733,1.0,entropy,4
0.36012578699516634,0.5,L1,3
0.3668798721673693,0.5,L1,4
0.5271119526128106,0.5,bhat,3
0.5287061826988179,0.5,bhat,4
0.36364240794356295,0.5,entropy,3
0.4466288880423721,0.5,entropy,4
0.35777545233229047,0.25,L1,3
0.37253524117909537,0.25,L1,4
0.5324613896567574,0.25,bhat,3
0.5335277617509699,0.25,bhat,4
0.5219093372087094,0.25,entropy,3
0.5215791210195663,0.25,entropy,4
0.5241138385933565,0.125,L1,3
0.5258421228733996,0.125,L1,4
0.5340345963546205,0.125,bhat,3
0.5356300496374083,0.125,bhat,4
0.5294011123565019,0.125,entropy,3
0.5310255202372895,0.125,entropy,4
0.45575388866544453,2.0,log_acc,0
0.5047122569403966,2.0,log_acc,1
0.46614629611415015,2.0,log_acc,2
0.5162625232929805,2.0,log_acc,3
0.5173220269008357,2.0,log_acc,4
0.5354020398225213,1.0,log_acc,0
0.5151361339957224,1.0,log_acc,1
0.5318021254050439,1.0,log_acc,2
0.5268158992459828,1.0,log_acc,3
0.5291013183676595,1.0,log_acc,4
0.540359337533611,0.5,log_acc,0
0.5190539957824952,0.5,log_acc,1
0.5361542855112587,0.5,log_acc,2
0.5310776629276408,0.5,log_acc,3
0.5329771928071025,0.5,log_acc,4
0.5424789133726343,0.25,log_acc,0
0.5209297621910337,0.25,log_acc,1
0.5383658460290358,0.25,log_acc,2
0.5339686156645521,0.25,log_acc,3
0.5353037025006219,0.25,log_acc,4
0.5434700886486021,0.125,log_acc,0
0.5216988942049857,0.125,log_acc,1
0.5394275338051526,0.125,log_acc,2
0.5347972836398635,0.125,log_acc,3
0.5366739467694509,0.125,log_acc,4
