lf_type,n_lfs,seed,good_mean,bad_mean
random,6,6,1.5032695531845093,1.5111292600631714
random,6,7,2.073742151260376,1.0357354879379272
random,6,8,1.4308149814605713,1.5715082883834839
random,6,9,1.2543801069259644,1.7185373306274414
random,7,0,1.2454782724380493,1.5847309827804565
random,7,1,1.4487721920013428,1.4395209550857544
random,7,2,1.4701552391052246,1.4242475032806396
random,7,3,1.6907835006713867,1.2666558027267456
random,7,4,1.415309190750122,1.4634231328964233
random,7,5,1.3682383298873901,1.4970453977584839
random,7,6,1.3230533599853516,1.5293203592300415
random,7,7,1.480208158493042,1.4170669317245483
random,7,8,1.6873350143432617,1.2691190242767334
random,7,9,1.476395606994629,1.4197900295257568
random,8,0,2.157081365585327,0.9052935242652893
random,8,1,1.803370475769043,1.1263630390167236
random,8,2,1.1765340566635132,1.518135666847229
random,8,3,1.4111019372940063,1.3715307712554932
random,8,4,1.7838523387908936,1.1385616064071655
random,8,5,1.3820865154266357,1.3896653652191162
random,8,6,1.4291841983795166,1.360229253768921
random,8,7,1.488412618637085,1.3232115507125854
random,8,8,1.6558418273925781,1.2185683250427246
random,8,9,1.4419511556625366,1.3522499799728394
random,9,0,1.7313251495361328,1.1168513298034668
random,9,1,1.1315546035766602,1.450057029724121
random,9,2,1.3961572647094727,1.3030556440353394
random,9,3,1.4180867671966553,1.29087233543396
random,9,4,1.2999334335327148,1.3565131425857544
random,9,5,1.8124452829360962,1.071784496307373
random,9,6,1.2528024911880493,1.3826971054077148
random,9,7,1.5886926651000977,1.1960914134979248
random,9,8,1.0215001106262207,1.5111985206604004
random,9,9,1.325209617614746,1.3424710035324097
