bad,0,0.9963999999999998,0.007391887445030537
bad,1,0.81975,0.06071727513648813
bad,2,0.70925,0.09240068993248914
bad,3,0.6683,0.10436431382421867
bad,4,0.59205,0.11277077413940191
bad,5,0.6137499999999999,0.07239880869185625
bad,6,0.6091999999999999,0.10019311353581142
bad,7,0.6103000000000001,0.09322934087507
bad,8,0.6133999999999998,0.09268516601916402
bad,9,0.6326499999999999,0.08057994477535955
random,0,0.9963999999999998,0.007391887445030537
random,1,0.994,0.0075762787699503314
random,2,0.9923,0.010977704678119201
random,3,0.9946499999999998,0.007485151969065164
random,4,0.9970999999999999,0.0039736632972611095
random,5,0.9964999999999999,0.006461423991660049
random,6,0.99565,0.007624139295684471
random,7,0.9959999999999999,0.006000000000000005
random,8,0.9895499999999998,0.026716053226477895
random,9,0.9922000000000001,0.017238329385413188,
constant,0,0.9960500000000001,0.008291411218845687
constant,1,0.994,0.0075762787699503314
constant,2,0.9952,0.0102791050194071
constant,3,0.99515,0.006650375929223857
constant,4,0.9958500000000001,0.004497499305169489
constant,5,0.99545,0.005113462623311141
constant,6,0.99725,0.004570284455042163
constant,7,0.9967999999999998,0.004093897898091748
constant,8,0.9932000000000001,0.016755894485225183
constant,9,0.9943500000000001,0.015457279838315657
