lf_type,n_lfs,seed,good_mean,bad_mean
random,8,2,0.18894625775203644,0.16701059127468956
random,8,3,0.11311922326660073,0.10125947312974957
random,8,4,0.08581457981758327,0.07810085037749849
random,8,5,0.6698256145538499,0.5559372938670701
random,8,6,0.24290211623661415,0.21046817529199013
random,8,7,0.7078837514954989,0.5726930775314204
random,8,8,0.3397231840629377,0.2936349307838974
random,8,9,0.45205883077794357,0.383688888835048
random,9,0,0.19228775658987723,0.1687405251312491
random,9,1,0.684611333397441,0.559065858098445
random,9,2,0.07356758988267993,0.0684305206913199
random,9,3,0.5393436658587103,0.46500485716088197
random,9,4,0.6096567616657932,0.5060337477160256
random,9,5,0.4634297995583257,0.393225409500983
random,9,6,0.6773467367112026,0.5619249028429941
random,9,7,0.6407253362832831,0.5286303710768199
random,9,8,0.6477782041054179,0.5383562234591786
random,9,9,0.4543601330575102,0.38653517457911946
constant,0,0,0.4657272284444316,
constant,0,1,0.4784675715755733,
constant,0,2,0.08607591053194477,
constant,0,3,0.3117141537401137,
constant,0,4,0.17763796212568866,
constant,0,5,0.24426624049638912,
constant,0,6,0.1339921922938183,
constant,0,7,0.20877169220773015,
constant,0,8,0.5490105022451697,
constant,0,9,0.687513165432845,
constant,1,0,0.4706133970458356,0.39140090070435374
constant,1,1,0.4895740053874536,0.4092457113789254
constant,1,2,0.7440082403830856,0.6263009314487871
constant,1,3,0.3101960612247322,0.26512940181657774
constant,1,4,0.7586208748376958,0.6184121119058554
constant,1,5,0.24840114994639384,0.21010830621927656
constant,1,6,0.13614384001718202,0.1184920509119628
constant,1,7,0.20961314922943405,0.18051314094865112
constant,1,8,0.5471303021187751,0.45248114826811037
constant,1,9,0.678768707078875,0.5629353282920855
constant,2,0,0.46422661557714323,0.4126150846504202
constant,2,1,0.4945659739981081,0.43096576899938777
constant,2,2,0.7471223573663387,0.6499856721124706
constant,2,3,0.30709692988224824,0.28022263207374376
constant,2,4,0.18061952452625105,0.1619122177495611
constant,2,5,0.25081391286794413,0.22191646693788325
constant,2,6,0.13787693045116978,0.12446059220155314
constant,2,7,0.2144640427711666,0.19044368041510795
constant,2,8,0.5408515261714395,0.4762549165619019
constant,2,9,0.5432840685807738,0.47528421748958216
constant,3,0,0.474974108259655,0.4339644949337096
constant,3,1,0.4909275632400921,0.4531699322434224
constant,3,2,0.7346516622399623,0.6741842371912155
constant,3,3,0.3145093993839622,0.2953448272707706
constant,3,4,0.1825006078880969,0.17039909780148
constant,3,5,0.2523014985843095,0.23390214543285484
constant,3,6,0.350524241393558,0.3274830214160138
constant,3,7,0.21435962243513806,0.20051096979544822
constant,3,8,0.5403601945179805,0.49966631765618147
constant,3,9,0.6744857540408186,0.613084043972302
constant,4,0,0.46573145798650917,0.45593283591511147
constant,4,1,0.48873936186977956,0.47510732617773266
constant,4,2,0.11148024421403795,0.10888106066787029
constant,4,3,0.037301182628138564,0.037299997071701854
constant,4,4,0.18479203302046035,0.1790890432354726
constant,4,5,0.25527176998866885,0.24621792449707813
constant,4,6,0.13911222669484014,0.13689655654990274
constant,4,7,0.21725335639392362,0.21096501372925647
constant,4,8,0.5473189034971411,0.5232885432921188
constant,4,9,0.6627339746789014,0.6385176573323719
constant,5,0,0.472189423072361,0.47802340715306535
constant,5,1,0.4961143434161772,0.4976644643063727
constant,5,2,0.7105575917796878,0.7218936875140551
constant,5,3,0.03784585711835402,0.03786850436259581
constant,5,4,0.7102030397726964,0.7160806877821431
constant,5,5,0.2586884478427878,0.25880056367429
constant,5,6,0.14212941826788938,0.14329767306735447
constant,5,7,0.22089012470821023,0.22170244239018855
constant,5,8,0.5425650476244035,0.5474789272548053
constant,5,9,0.6538336644311533,0.663620572265283
constant,6,0,0.47863738113480425,0.49998857936777136
constant,6,1,0.4934668381130803,0.5204779491229031
constant,6,2,0.7021524661833075,0.7448276228613251
constant,6,3,0.03834840825988285,0.03844442769416767
constant,6,4,0.18967034170622804,0.19701610347919662
constant,6,5,0.2603137626014071,0.2716458766070087
constant,6,6,0.14132708905221314,0.14994466904572534
constant,6,7,0.22290895200061875,0.23255141341496274
constant,6,8,0.5450190088899388,0.573338417817971
constant,6,9,0.6522928162951291,0.6880585508208776
constant,7,0,0.47387517866022233,0.5225125185116037
constant,7,1,0.48950197292510766,0.5440168679937063
constant,7,2,0.6842496436763984,0.7682781572950841
constant,7,3,0.329473224899551,0.3595866308116455
constant,7,4,0.1917128192805373,0.20632621513380478
constant,7,5,0.2603363407100578,0.2848541260843307
constant,7,6,0.1467048316606081,0.15668369672851726
constant,7,7,0.5235579915837778,0.5755375592325328
constant,7,8,0.5375371656641429,0.5979385612661368
constant,7,9,0.6460103348607292,0.7123520688124055
constant,8,0,0.2625598629844224,0.30026525757491584
constant,8,1,0.4816384181935346,0.5671343206106609
constant,8,2,0.6638987375890666,0.791469945440535
constant,8,3,0.03947408774815705,0.03961641490812268
constant,8,4,0.19307370683904282,0.2158204521966225
constant,8,5,0.2628280953087355,0.298251267163133
constant,8,6,0.14744584225594562,0.16358763027369055
constant,8,7,0.22825117776974674,0.25516036899506495
constant,8,8,0.535257455139001,0.6221425665902082
constant,8,9,0.6333973280730814,0.7372311308424457
constant,9,0,0.2687216387890025,0.31394081381174654
constant,9,1,0.49553640077343425,0.5901330529432984
constant,9,2,0.6534230511783425,0.8132309529211261
constant,9,3,0.32708708266976905,0.39378706586120665
constant,9,4,0.19598636716290155,0.22559842358737184
constant,9,5,0.267225297171554,0.3119973088647612
constant,9,6,0.3652837826514174,0.43520133389375104
constant,9,7,0.2303375476168254,0.2668743819924947
constant,9,8,0.5364514253591229,0.6464143434504763
constant,9,9,0.6252922398715596,0.7616051758335267
